<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GDAX.BTC-USD;D;20161130;000000;732.4400000;745.0000000;729.1700000;742.6900000;3893
GDAX.BTC-USD;D;20161201;000000;742.5100000;754.9000000;741.5900000;754.0000000;4143
GDAX.BTC-USD;D;20161202;000000;754.0000000;780.0000000;753.5300000;769.2500000;6008
GDAX.BTC-USD;D;20161203;000000;769.7800000;771.9200000;759.0000000;766.9800000;3119
GDAX.BTC-USD;D;20161204;000000;766.8600000;769.7600000;762.8300000;767.9900000;2724
GDAX.BTC-USD;D;20161205;000000;767.9400000;767.9900000;748.6000000;752.0000000;4792
GDAX.BTC-USD;D;20161206;000000;752.0100000;761.5800000;752.0000000;759.8000000;4467
GDAX.BTC-USD;D;20161207;000000;759.9300000;768.9000000;750.2600000;764.3400000;4539
GDAX.BTC-USD;D;20161208;000000;764.3400000;772.8200000;761.7100000;767.8900000;4807
GDAX.BTC-USD;D;20161209;000000;767.9000000;773.2200000;765.9700000;773.2200000;3892
GDAX.BTC-USD;D;20161210;000000;773.1500000;776.9900000;770.0000000;775.8700000;3319
GDAX.BTC-USD;D;20161211;000000;776.0500000;776.0800000;765.0000000;771.0500000;3065
GDAX.BTC-USD;D;20161212;000000;771.0500000;782.0000000;770.8800000;778.9400000;4358
GDAX.BTC-USD;D;20161213;000000;779.2600000;790.3400000;772.7600000;776.1800000;5387
GDAX.BTC-USD;D;20161214;000000;776.6500000;781.8000000;773.2000000;777.6600000;4464
GDAX.BTC-USD;D;20161215;000000;777.6600000;780.0000000;775.0000000;776.1600000;5914
GDAX.BTC-USD;D;20161216;000000;776.1600000;785.0000000;774.8000000;780.9800000;5691
GDAX.BTC-USD;D;20161217;000000;780.8500000;791.9700000;779.5000000;788.5700000;4318
GDAX.BTC-USD;D;20161218;000000;788.9800000;791.9600000;787.1900000;790.7200000;2791
GDAX.BTC-USD;D;20161219;000000;790.7100000;794.9900000;789.0000000;790.8100000;5465
GDAX.BTC-USD;D;20161220;000000;791.0000000;799.2100000;788.5800000;798.9900000;5877
GDAX.BTC-USD;D;20161221;000000;798.9800000;834.5000000;798.8800000;834.5000000;8392
GDAX.BTC-USD;D;20161222;000000;834.1500000;875.7500000;832.3800000;856.0200000;8767
GDAX.BTC-USD;D;20161223;000000;856.4500000;918.5000000;855.4500000;917.2600000;12703
GDAX.BTC-USD;D;20161224;000000;917.2800000;918.1900000;880.1000000;891.5000000;6400
GDAX.BTC-USD;D;20161225;000000;891.5900000;897.4000000;851.1100000;896.1200000;5325
GDAX.BTC-USD;D;20161226;000000;895.9400000;908.2400000;890.0000000;902.0900000;3262
GDAX.BTC-USD;D;20161227;000000;902.0800000;943.3600000;895.0000000;925.2000000;6694
GDAX.BTC-USD;D;20161228;000000;925.2800000;983.4600000;923.9500000;982.1700000;9762
GDAX.BTC-USD;D;20161229;000000;982.2500000;988.8800000;950.5000000;970.7200000;8967
GDAX.BTC-USD;D;20161230;000000;970.5100000;970.5100000;930.3000000;960.8100000;7918
GDAX.BTC-USD;D;20161231;000000;961.5200000;973.3700000;949.0000000;973.3700000;3819
GDAX.BTC-USD;D;20170101;000000;973.3700000;1000.0000000;964.3700000;992.9500000;4368
GDAX.BTC-USD;D;20170102;000000;992.9600000;1034.3900000;990.5200000;1011.4500000;7694
GDAX.BTC-USD;D;20170103;000000;1011.5200000;1036.9900000;1006.7100000;1020.6700000;8591
GDAX.BTC-USD;D;20170104;000000;1020.6900000;1147.0000000;1018.0000000;1130.3000000;16215
GDAX.BTC-USD;D;20170105;000000;1131.1000000;1175.0000000;880.0000000;1007.0000000;20420
GDAX.BTC-USD;D;20170106;000000;1007.0000000;1033.8500000;875.0100000;895.7100000;14275
GDAX.BTC-USD;D;20170107;000000;895.7800000;910.0000000;802.0700000;909.0000000;11197
GDAX.BTC-USD;D;20170108;000000;908.9900000;953.8000000;899.1600000;923.3300000;5368
GDAX.BTC-USD;D;20170109;000000;922.0400000;923.5800000;886.4200000;902.6600000;5889
GDAX.BTC-USD;D;20170110;000000;902.6600000;915.1000000;899.0100000;907.0000000;7195
GDAX.BTC-USD;D;20170111;000000;906.8100000;923.9800000;765.0000000;795.7700000;19455
GDAX.BTC-USD;D;20170112;000000;795.8000000;840.0000000;734.6400000;812.2500000;13166
GDAX.BTC-USD;D;20170113;000000;812.2500000;835.0100000;782.8500000;831.4200000;10467
GDAX.BTC-USD;D;20170114;000000;831.4200000;847.5200000;822.3400000;828.0000000;4730
GDAX.BTC-USD;D;20170115;000000;828.0000000;835.0000000;819.0000000;833.3100000;2903
GDAX.BTC-USD;D;20170116;000000;833.4300000;840.0000000;826.0300000;834.4100000;3388
GDAX.BTC-USD;D;20170117;000000;834.4000000;909.0000000;830.1000000;906.0000000;7226
GDAX.BTC-USD;D;20170118;000000;906.0900000;916.7000000;850.0000000;887.9900000;6876
GDAX.BTC-USD;D;20170119;000000;887.9800000;907.0000000;883.0800000;902.9200000;5046
GDAX.BTC-USD;D;20170120;000000;902.9200000;904.5900000;890.0000000;894.3100000;3068
GDAX.BTC-USD;D;20170121;000000;894.3100000;930.0000000;891.2800000;925.0600000;4625
GDAX.BTC-USD;D;20170122;000000;925.0600000;946.2500000;902.0000000;931.2200000;5021
GDAX.BTC-USD;D;20170123;000000;929.4500000;931.3300000;910.6300000;910.7000000;4107
GDAX.BTC-USD;D;20170124;000000;911.7800000;923.0000000;880.0000000;887.0000000;6382
GDAX.BTC-USD;D;20170125;000000;887.0000000;903.9800000;886.9900000;896.0000000;4492
GDAX.BTC-USD;D;20170126;000000;896.7500000;921.9500000;896.0000000;917.0200000;4681
GDAX.BTC-USD;D;20170127;000000;917.0200000;924.4700000;911.0000000;922.6300000;3697
GDAX.BTC-USD;D;20170128;000000;922.8900000;925.5000000;921.8100000;924.9800000;2588
GDAX.BTC-USD;D;20170129;000000;924.6900000;927.4700000;915.0000000;916.5400000;2552
GDAX.BTC-USD;D;20170130;000000;916.5600000;923.9500000;914.6900000;923.2300000;3560
GDAX.BTC-USD;D;20170131;000000;923.2600000;972.3000000;922.9400000;970.0100000;6715
GDAX.BTC-USD;D;20170201;000000;970.0100000;992.7500000;963.8400000;992.7500000;5964
GDAX.BTC-USD;D;20170202;000000;992.7500000;1010.0000000;978.7400000;1008.3800000;5686
GDAX.BTC-USD;D;20170203;000000;1008.4000000;1024.5000000;994.3400000;1018.0000000;6765
GDAX.BTC-USD;D;20170204;000000;1018.4800000;1044.1200000;1001.8000000;1035.5400000;4758
GDAX.BTC-USD;D;20170205;000000;1035.5400000;1036.3000000;1003.0200000;1016.3200000;4591
GDAX.BTC-USD;D;20170206;000000;1016.3200000;1027.7000000;1014.6400000;1022.5800000;4322
GDAX.BTC-USD;D;20170207;000000;1022.6500000;1058.2600000;1021.7500000;1053.9600000;5476
GDAX.BTC-USD;D;20170208;000000;1053.9500000;1069.9500000;1016.4900000;1056.7000000;6951
GDAX.BTC-USD;D;20170209;000000;1057.2200000;1079.0000000;925.0000000;994.2400000;16559
GDAX.BTC-USD;D;20170210;000000;993.5800000;1008.0000000;961.0000000;1001.9900000;7931
GDAX.BTC-USD;D;20170211;000000;1001.8800000;1023.8900000;995.4900000;1018.6500000;4271
GDAX.BTC-USD;D;20170212;000000;1018.6300000;1018.8800000;1008.0000000;1010.0000000;1264
GDAX.BTC-USD;D;20170213;000000;1009.9900000;1021.5000000;985.6800000;1002.8200000;4702
GDAX.BTC-USD;D;20170214;000000;1002.8800000;1018.9700000;992.2700000;1013.9200000;5887
GDAX.BTC-USD;D;20170215;000000;1013.9200000;1016.0000000;1007.6600000;1014.5300000;4459
GDAX.BTC-USD;D;20170216;000000;1014.5800000;1041.8800000;1013.0200000;1038.9400000;5980
GDAX.BTC-USD;D;20170217;000000;1038.9500000;1064.6000000;1036.2900000;1057.3000000;6302
GDAX.BTC-USD;D;20170218;000000;1057.2900000;1073.8000000;1055.6000000;1062.1500000;3913
GDAX.BTC-USD;D;20170219;000000;1062.1400000;1067.7800000;1051.2600000;1059.8800000;2977
GDAX.BTC-USD;D;20170220;000000;1059.8800000;1095.0000000;1051.3600000;1089.8200000;4393
GDAX.BTC-USD;D;20170221;000000;1089.9800000;1132.9500000;1081.9500000;1128.2900000;7465
GDAX.BTC-USD;D;20170222;000000;1129.6700000;1140.0000000;1104.9000000;1128.7100000;5998
GDAX.BTC-USD;D;20170223;000000;1129.8700000;1197.0000000;1128.2200000;1186.9000000;7562
GDAX.BTC-USD;D;20170224;000000;1185.8100000;1221.9300000;1103.3200000;1186.9100000;12726
GDAX.BTC-USD;D;20170225;000000;1186.9100000;1189.4900000;1110.0000000;1158.0000000;6014
GDAX.BTC-USD;D;20170226;000000;1157.9800000;1187.3300000;1130.8800000;1184.9100000;4422
GDAX.BTC-USD;D;20170227;000000;1184.9100000;1198.9900000;1176.0000000;1195.8100000;5746
GDAX.BTC-USD;D;20170228;000000;1195.8400000;1214.9400000;1179.6400000;1195.0800000;6702
GDAX.BTC-USD;D;20170301;000000;1194.5300000;1230.0000000;1085.7100000;1230.0000000;8113
GDAX.BTC-USD;D;20170302;000000;1230.0000000;1298.6100000;1220.0000000;1269.1700000;8929
GDAX.BTC-USD;D;20170303;000000;1269.1700000;1294.9900000;1255.6100000;1292.8600000;8264
GDAX.BTC-USD;D;20170304;000000;1293.0600000;1294.4800000;1226.4100000;1273.9700000;6366
GDAX.BTC-USD;D;20170305;000000;1273.9400000;1278.9900000;1247.1100000;1278.9800000;3961
GDAX.BTC-USD;D;20170306;000000;1278.6300000;1288.0000000;1268.7800000;1284.9900000;4735
GDAX.BTC-USD;D;20170307;000000;1284.9900000;1288.0000000;1050.0000000;1237.3600000;10780
GDAX.BTC-USD;D;20170308;000000;1237.3600000;1246.0000000;1128.0000000;1150.2200000;13009
GDAX.BTC-USD;D;20170309;000000;1150.2200000;1214.9500000;1131.1100000;1197.3000000;8515
GDAX.BTC-USD;D;20170310;000000;1197.3000000;1360.0000000;956.8500000;1109.0100000;25680
GDAX.BTC-USD;D;20170311;000000;1111.9200000;1219.0000000;1107.0000000;1188.1100000;10271
GDAX.BTC-USD;D;20170312;000000;1188.1100000;1244.0000000;1150.0000000;1235.5800000;6704
GDAX.BTC-USD;D;20170313;000000;1235.2700000;1249.0000000;1206.0000000;1245.4900000;9566
GDAX.BTC-USD;D;20170314;000000;1245.5000000;1262.0000000;1213.5500000;1247.4200000;7447
GDAX.BTC-USD;D;20170315;000000;1247.4300000;1264.5500000;1240.0000000;1263.0000000;7242
GDAX.BTC-USD;D;20170316;000000;1263.5500000;1277.2700000;1117.7700000;1175.1100000;16586
GDAX.BTC-USD;D;20170317;000000;1175.1100000;1175.1100000;1065.7400000;1069.5700000;19206
GDAX.BTC-USD;D;20170318;000000;1068.7800000;1096.0000000;919.4400000;970.0000000;23940
GDAX.BTC-USD;D;20170319;000000;970.0000000;1062.9200000;961.5900000;1019.4900000;13517
GDAX.BTC-USD;D;20170320;000000;1019.1000000;1051.9700000;1011.0000000;1044.9600000;8911
GDAX.BTC-USD;D;20170321;000000;1046.7500000;1120.0000000;1042.6800000;1114.4200000;12480
GDAX.BTC-USD;D;20170322;000000;1114.4200000;1114.9600000;985.1700000;1034.5700000;14555
GDAX.BTC-USD;D;20170323;000000;1038.9400000;1057.4100000;1013.0000000;1025.1400000;7749
GDAX.BTC-USD;D;20170324;000000;1025.1300000;1030.3000000;920.1000000;934.8700000;18993
GDAX.BTC-USD;D;20170325;000000;933.9300000;973.9900000;890.0500000;963.7200000;16674
GDAX.BTC-USD;D;20170326;000000;963.7200000;1005.0000000;943.9000000;973.0800000;9472
GDAX.BTC-USD;D;20170327;000000;973.9700000;1045.9000000;961.1000000;1042.0800000;10226
GDAX.BTC-USD;D;20170328;000000;1042.2700000;1069.3900000;1016.2500000;1045.4000000;9017
GDAX.BTC-USD;D;20170329;000000;1045.5400000;1058.1600000;1005.7700000;1043.2700000;8662
GDAX.BTC-USD;D;20170330;000000;1043.0900000;1052.9400000;1022.0000000;1042.3400000;8295
GDAX.BTC-USD;D;20170331;000000;1042.3200000;1094.4900000;1038.1100000;1088.9900000;11255
GDAX.BTC-USD;D;20170401;000000;1088.9900000;1110.9500000;1071.4500000;1092.0000000;6719
GDAX.BTC-USD;D;20170402;000000;1092.0000000;1119.0000000;1080.0000000;1113.9900000;7882
GDAX.BTC-USD;D;20170403;000000;1113.2300000;1168.7200000;1112.2400000;1152.6000000;12673
GDAX.BTC-USD;D;20170404;000000;1152.0900000;1164.1400000;1124.9800000;1143.9900000;8943
GDAX.BTC-USD;D;20170405;000000;1143.9800000;1144.9900000;1114.9000000;1132.9900000;8697
GDAX.BTC-USD;D;20170406;000000;1132.9900000;1206.9700000;1132.9800000;1192.3000000;11219
GDAX.BTC-USD;D;20170407;000000;1192.2900000;1203.0000000;1175.2600000;1194.0000000;6965
GDAX.BTC-USD;D;20170408;000000;1194.0000000;1198.0000000;1170.0000000;1184.5000000;4399
GDAX.BTC-USD;D;20170409;000000;1184.5000000;1221.0000000;1175.8000000;1210.9700000;5795
GDAX.BTC-USD;D;20170410;000000;1210.9900000;1219.7800000;1201.0000000;1210.0000000;5611
GDAX.BTC-USD;D;20170411;000000;1210.0000000;1234.0000000;1200.0000000;1223.9900000;5451
GDAX.BTC-USD;D;20170412;000000;1224.0000000;1227.8600000;1209.6100000;1214.1700000;6470
GDAX.BTC-USD;D;20170413;000000;1214.6800000;1219.4900000;1148.9800000;1177.0500000;9408
GDAX.BTC-USD;D;20170414;000000;1177.0500000;1196.9200000;1170.1400000;1173.7400000;5645
GDAX.BTC-USD;D;20170415;000000;900.0400000;1186.6000000;900.0000000;1178.8500000;487
GDAX.BTC-USD;D;20170416;000000;1178.8400000;1189.9300000;1171.7000000;1177.9900000;3058
GDAX.BTC-USD;D;20170417;000000;1177.6300000;1197.6000000;1170.8500000;1189.9100000;6557
GDAX.BTC-USD;D;20170418;000000;1190.9500000;1206.6500000;1189.7600000;1201.9400000;6247
GDAX.BTC-USD;D;20170419;000000;1201.8800000;1215.3200000;1191.0900000;1214.2100000;6249
GDAX.BTC-USD;D;20170420;000000;1214.2200000;1240.6000000;1212.0100000;1236.1500000;7718
GDAX.BTC-USD;D;20170421;000000;1236.1500000;1258.7700000;1236.1500000;1249.9900000;6663
GDAX.BTC-USD;D;20170422;000000;1249.9800000;1253.0000000;1221.5100000;1247.0000000;6116
GDAX.BTC-USD;D;20170423;000000;1246.7900000;1254.0000000;1236.2000000;1251.9800000;4996
GDAX.BTC-USD;D;20170424;000000;1251.9100000;1261.1600000;1246.3100000;1257.2900000;5901
GDAX.BTC-USD;D;20170425;000000;1256.6500000;1287.0000000;1256.1600000;1281.1600000;8103
GDAX.BTC-USD;D;20170426;000000;1281.1800000;1320.0000000;1279.5000000;1298.4400000;9598
GDAX.BTC-USD;D;20170427;000000;1297.5600000;1360.0000000;1295.3900000;1349.2600000;10472
GDAX.BTC-USD;D;20170428;000000;1349.7700000;1381.0100000;1300.2000000;1353.3400000;14023
GDAX.BTC-USD;D;20170429;000000;1352.9600000;1369.5000000;1335.6400000;1365.4300000;9671
GDAX.BTC-USD;D;20170430;000000;1375.2500000;1394.5100000;1370.0000000;1384.5500000;2039
GDAX.BTC-USD;D;20170501;000000;1384.5500000;1466.6900000;1370.9800000;1436.5000000;16994
GDAX.BTC-USD;D;20170502;000000;1436.5000000;1492.9300000;1426.5100000;1471.9900000;12020
GDAX.BTC-USD;D;20170503;000000;1471.7900000;1533.0000000;1453.6800000;1533.0000000;16312
GDAX.BTC-USD;D;20170504;000000;1533.0000000;1665.0000000;1482.0600000;1563.3900000;26718
GDAX.BTC-USD;D;20170505;000000;1561.4700000;1630.0000000;1535.1100000;1551.3000000;16892
GDAX.BTC-USD;D;20170506;000000;1551.3000000;1598.8900000;1551.3000000;1585.3900000;9348
GDAX.BTC-USD;D;20170507;000000;1585.4900000;1618.3100000;1563.8700000;1609.5700000;11739
GDAX.BTC-USD;D;20170508;000000;1611.1000000;1713.0000000;1608.0000000;1713.0000000;15896
GDAX.BTC-USD;D;20170509;000000;1712.9900000;1794.7000000;1630.0000000;1720.4300000;19867
GDAX.BTC-USD;D;20170510;000000;1720.2400000;1799.9900000;1691.3000000;1794.9900000;13456
GDAX.BTC-USD;D;20170511;000000;1794.9500000;1889.0000000;1770.9500000;1837.9300000;15723
GDAX.BTC-USD;D;20170512;000000;1837.9800000;1838.0000000;1651.0100000;1695.6100000;16521
GDAX.BTC-USD;D;20170513;000000;1695.5600000;1792.9600000;1610.0000000;1792.7300000;12375
GDAX.BTC-USD;D;20170514;000000;1791.7000000;1829.0000000;1763.3300000;1799.9900000;6783
GDAX.BTC-USD;D;20170515;000000;1799.9800000;1802.9900000;1702.4200000;1747.8100000;10180
GDAX.BTC-USD;D;20170516;000000;1747.8100000;1777.7600000;1690.1400000;1777.4800000;11410
GDAX.BTC-USD;D;20170517;000000;1777.4900000;1840.0000000;1745.0500000;1813.2300000;13800
GDAX.BTC-USD;D;20170518;000000;1813.2300000;1900.0000000;1800.0000000;1899.1600000;11391
GDAX.BTC-USD;D;20170519;000000;1899.4700000;1980.0000000;1890.7300000;1976.2300000;18957
GDAX.BTC-USD;D;20170520;000000;1976.2200000;2059.0000000;1970.0400000;2058.9100000;13165
GDAX.BTC-USD;D;20170521;000000;2058.8900000;2102.6800000;1988.6000000;2057.0000000;17762
GDAX.BTC-USD;D;20170522;000000;2056.9900000;2298.0000000;1975.0000000;2123.2900000;29427
GDAX.BTC-USD;D;20170523;000000;2123.2900000;2283.0000000;2100.8600000;2272.7500000;17629
GDAX.BTC-USD;D;20170524;000000;2272.7400000;2474.6900000;2266.5100000;2432.9700000;24652
GDAX.BTC-USD;D;20170525;000000;2432.9600000;2806.0000000;2226.8600000;2355.0000000;37169
GDAX.BTC-USD;D;20170526;000000;2362.1700000;2683.1800000;2052.0100000;2272.7000000;31763
GDAX.BTC-USD;D;20170527;000000;2276.4600000;2353.3500000;1913.1900000;2099.9900000;32475
GDAX.BTC-USD;D;20170528;000000;2099.9900000;2342.9900000;2099.8600000;2232.7800000;18318
GDAX.BTC-USD;D;20170529;000000;2237.0000000;2357.8600000;2141.1200000;2279.4800000;16908
GDAX.BTC-USD;D;20170530;000000;2279.1800000;2336.8800000;2112.3100000;2191.5800000;20928
GDAX.BTC-USD;D;20170531;000000;2191.6000000;2338.9100000;2173.8000000;2303.2900000;21724
GDAX.BTC-USD;D;20170601;000000;2303.6100000;2488.0000000;2302.0000000;2419.9900000;21388
GDAX.BTC-USD;D;20170602;000000;2419.9800000;2478.9900000;2379.4400000;2478.9900000;12886
GDAX.BTC-USD;D;20170603;000000;2478.9900000;2599.0000000;2448.0000000;2548.0500000;13442
GDAX.BTC-USD;D;20170604;000000;2548.3000000;2556.1000000;2469.9800000;2521.3600000;13808
GDAX.BTC-USD;D;20170605;000000;2521.4300000;2698.0000000;2517.0200000;2698.0000000;13588
GDAX.BTC-USD;D;20170606;000000;2698.0000000;2938.5500000;2674.6900000;2871.2900000;28616
GDAX.BTC-USD;D;20170607;000000;2871.2900000;2885.0000000;2598.7000000;2685.6400000;19474
GDAX.BTC-USD;D;20170608;000000;2690.0200000;2808.7800000;2611.4100000;2799.7300000;13453
GDAX.BTC-USD;D;20170609;000000;2799.7600000;2861.5800000;2786.2000000;2811.3900000;11449
GDAX.BTC-USD;D;20170610;000000;2811.3700000;2942.0400000;2801.2500000;2931.1500000;18740
GDAX.BTC-USD;D;20170611;000000;2931.1600000;2998.9900000;2881.0000000;2998.9800000;16309
GDAX.BTC-USD;D;20170612;000000;2998.9800000;2999.9900000;2463.8900000;2655.7100000;38946
GDAX.BTC-USD;D;20170613;000000;2654.3600000;2798.9900000;2649.4700000;2709.0100000;19728
GDAX.BTC-USD;D;20170614;000000;2709.0200000;2827.0000000;2330.0000000;2432.2100000;28260
GDAX.BTC-USD;D;20170615;000000;2432.2100000;2525.0000000;2050.0000000;2409.9800000;42030
GDAX.BTC-USD;D;20170616;000000;2409.9800000;2524.6500000;2287.8400000;2480.4300000;21887
GDAX.BTC-USD;D;20170617;000000;2480.4400000;2679.2400000;2413.9600000;2634.9400000;17603
GDAX.BTC-USD;D;20170618;000000;2634.9400000;2670.0000000;2455.0100000;2515.2500000;13843
GDAX.BTC-USD;D;20170619;000000;2515.2500000;2597.0000000;2481.9200000;2596.9800000;13926
GDAX.BTC-USD;D;20170620;000000;2596.9900000;2776.9500000;2585.4200000;2725.0800000;19214
GDAX.BTC-USD;D;20170621;000000;2725.1100000;2781.5900000;2559.5100000;2643.3500000;18058
GDAX.BTC-USD;D;20170622;000000;2643.3300000;2724.6900000;2598.0000000;2679.9900000;12166
GDAX.BTC-USD;D;20170623;000000;2679.9300000;2743.0000000;2665.0000000;2690.7600000;9675
GDAX.BTC-USD;D;20170624;000000;2690.7600000;2718.3700000;2503.0500000;2574.8400000;12782
GDAX.BTC-USD;D;20170625;000000;2574.8600000;2625.0000000;2430.0500000;2505.6100000;13721
GDAX.BTC-USD;D;20170626;000000;2505.6100000;2563.9000000;2258.3400000;2407.9100000;20252
GDAX.BTC-USD;D;20170627;000000;2407.9100000;2575.7500000;2264.0000000;2575.7500000;22151
GDAX.BTC-USD;D;20170628;000000;2573.2200000;2605.0000000;2457.0000000;2553.1200000;16249
GDAX.BTC-USD;D;20170629;000000;2553.1300000;2591.9800000;2506.1000000;2530.0000000;9033
GDAX.BTC-USD;D;20170630;000000;2531.1600000;2554.0100000;2446.2000000;2455.1900000;11846
GDAX.BTC-USD;D;20170701;000000;2455.1900000;2515.0000000;2400.0000000;2423.6300000;8453
GDAX.BTC-USD;D;20170702;000000;2424.0800000;2545.0000000;2385.0000000;2516.6600000;9098
GDAX.BTC-USD;D;20170703;000000;2515.3700000;2584.7800000;2479.7500000;2542.4100000;10018
GDAX.BTC-USD;D;20170704;000000;2542.4100000;2636.1000000;2542.1800000;2602.0000000;10676
GDAX.BTC-USD;D;20170705;000000;2602.0000000;2624.0000000;2551.0600000;2089.5100000;8522
GDAX.BTC-USD;D;20170709;000000;2564.9500000;2579.8400000;2500.0000000;2508.9900000;4664
GDAX.BTC-USD;D;20170710;000000;2508.0000000;2523.0000000;2250.0000000;2331.0500000;15528
GDAX.BTC-USD;D;20170711;000000;2330.9300000;2410.0000000;2265.0000000;2310.0100000;15655
GDAX.BTC-USD;D;20170712;000000;2309.6200000;2415.0000000;2250.0000000;2383.4200000;13835
GDAX.BTC-USD;D;20170713;000000;2384.3500000;2416.7900000;2308.1400000;2340.0000000;9539
GDAX.BTC-USD;D;20170714;000000;2340.0000000;2349.2800000;2150.0000000;2217.2400000;13531
GDAX.BTC-USD;D;20170715;000000;2217.0200000;2224.8200000;1964.3100000;1964.3100000;16350
GDAX.BTC-USD;D;20170716;000000;1964.3300000;2043.9400000;1758.2000000;1911.7800000;21738
GDAX.BTC-USD;D;20170717;000000;1911.7900000;2238.0700000;1909.5800000;2235.1900000;21446
GDAX.BTC-USD;D;20170718;000000;2235.1400000;2393.4300000;2134.3700000;2308.1500000;23775
GDAX.BTC-USD;D;20170719;000000;2307.4800000;2396.0000000;2216.0000000;2258.9900000;18565
GDAX.BTC-USD;D;20170720;000000;2258.9900000;2957.0000000;2258.9900000;2873.4800000;36507
GDAX.BTC-USD;D;20170721;000000;2873.4500000;2880.0000000;2608.2700000;2657.4500000;23037
GDAX.BTC-USD;D;20170722;000000;2661.0500000;2869.8800000;2646.9500000;2825.2700000;12220
GDAX.BTC-USD;D;20170723;000000;2825.2700000;2848.0000000;2691.0000000;2754.2800000;10174
GDAX.BTC-USD;D;20170724;000000;2755.1900000;2799.2000000;2726.8000000;2762.2600000;8104
GDAX.BTC-USD;D;20170725;000000;2761.6800000;2782.4400000;2449.6900000;2564.0000000;19203
GDAX.BTC-USD;D;20170726;000000;2564.0000000;2614.0000000;2403.0000000;2525.9900000;13008
GDAX.BTC-USD;D;20170727;000000;2525.9800000;2686.2000000;2514.1000000;2664.9900000;10030
GDAX.BTC-USD;D;20170728;000000;2664.9900000;2825.1100000;2655.5500000;2786.0700000;17178
GDAX.BTC-USD;D;20170729;000000;2786.0700000;2790.9900000;2656.0000000;2700.2100000;9869
GDAX.BTC-USD;D;20170730;000000;2700.2000000;2739.9800000;2500.0000000;2723.9900000;8429
GDAX.BTC-USD;D;20170731;000000;2723.9900000;2900.0000000;2700.0000000;2856.8800000;11446
GDAX.BTC-USD;D;20170801;000000;2856.8900000;2925.0000000;2676.0100000;2732.5900000;9774
GDAX.BTC-USD;D;20170802;000000;2731.6000000;2758.0600000;2650.0000000;2699.9000000;8417
GDAX.BTC-USD;D;20170803;000000;2699.9000000;2799.0000000;2699.8900000;2787.0200000;7420
GDAX.BTC-USD;D;20170804;000000;2787.0500000;2877.7900000;2760.0000000;2857.3400000;7715
GDAX.BTC-USD;D;20170805;000000;2857.3400000;3335.0000000;2857.3400000;3243.4900000;21620
GDAX.BTC-USD;D;20170806;000000;3243.5000000;3278.4200000;3150.0000000;3222.2200000;8654
GDAX.BTC-USD;D;20170807;000000;3222.2200000;3416.0000000;3190.0000000;3398.2300000;11312
GDAX.BTC-USD;D;20170808;000000;3398.2300000;3489.0000000;3349.9100000;3422.4300000;15996
GDAX.BTC-USD;D;20170809;000000;3423.2800000;3428.2900000;3232.6200000;3342.8000000;13093
GDAX.BTC-USD;D;20170810;000000;3342.8000000;3448.0000000;3317.0000000;3444.9800000;9341
GDAX.BTC-USD;D;20170811;000000;3444.9800000;3725.0000000;3416.8600000;3656.1500000;15316
GDAX.BTC-USD;D;20170812;000000;3656.1400000;3974.0000000;3622.8700000;3874.0000000;18978
GDAX.BTC-USD;D;20170813;000000;3874.0000000;4200.0000000;3850.0000000;4060.4700000;23518
GDAX.BTC-USD;D;20170814;000000;4060.4700000;4328.0000000;3985.0100000;4320.6000000;20073
GDAX.BTC-USD;D;20170815;000000;4320.5300000;4434.4200000;3807.1400000;4159.9300000;32002
GDAX.BTC-USD;D;20170816;000000;4159.9300000;4385.5000000;3928.8200000;4370.0100000;17970
GDAX.BTC-USD;D;20170817;000000;4370.0100000;4469.0000000;4180.0000000;4280.0100000;19980
GDAX.BTC-USD;D;20170818;000000;4280.0100000;4350.0000000;3960.4700000;4101.7200000;20805
GDAX.BTC-USD;D;20170819;000000;4101.7200000;4186.1000000;4000.0000000;4157.4100000;10517
GDAX.BTC-USD;D;20170820;000000;4157.4100000;4190.2100000;4044.5200000;4050.9900000;8338
GDAX.BTC-USD;D;20170821;000000;4050.9900000;4089.9900000;3950.8800000;4002.0000000;12397
GDAX.BTC-USD;D;20170822;000000;4002.0000000;4145.0000000;3583.4600000;4092.0000000;21934
GDAX.BTC-USD;D;20170823;000000;4092.0000000;4247.8800000;4058.2600000;4143.4900000;11763
GDAX.BTC-USD;D;20170824;000000;4142.5000000;4349.9900000;4112.7600000;4312.0300000;10233
GDAX.BTC-USD;D;20170825;000000;4312.0300000;4453.9000000;4284.0100000;4360.0000000;10915
GDAX.BTC-USD;D;20170826;000000;4360.0000000;4374.3900000;4260.0100000;4344.3200000;6139
GDAX.BTC-USD;D;20170827;000000;4344.3200000;4392.0000000;4309.8700000;4340.1100000;7031
GDAX.BTC-USD;D;20170828;000000;4343.5000000;4396.0000000;4200.0000000;4384.9900000;10430
GDAX.BTC-USD;D;20170829;000000;4384.9900000;4656.8300000;4350.0000000;4599.0000000;14500
GDAX.BTC-USD;D;20170830;000000;4599.0100000;4635.2100000;4500.5500000;4581.9800000;10407
GDAX.BTC-USD;D;20170831;000000;4581.9800000;4769.0300000;4580.8400000;4743.9400000;13628
GDAX.BTC-USD;D;20170901;000000;4743.9400000;4948.0000000;4706.0000000;4947.9900000;16761
